,datass_csv
1,"year. Emerging markets are particularly vulnerable to tighter U.S. monetary policy, and many have responded by tightening monetary policy and intervening in foreign exchange markets. Further monetary tightening by the Federal Reserve risks creating additional currency volatility and recessionary conditions in a number of non-U.S. markets. "
1,"We are also subject to geopolitical risks, including economic sanctions, acts or threats of international or domestic terrorism, including responses by the U.S. or other governments thereto, increased risk of state-sponsored cyberattacks or campaigns, civil unrest and/or military conflicts, including the escalation of tensions between China and Taiwan, which could adversely affect business, market trade and general economic conditions abroad and in the U.S. The Russia/Ukraine conflict has magnified such risks and resulted in regional instability and adversely impacted commodity and other financial markets, as well as economic conditions, especially in Europe where there is significant risk of recession in some countries. The disruption of energy supplies and other goods and sanctions have contributed to inflationary pressures in Europe and other regions, which has resulted in greater monetary tightening by policymakers, and could adversely impact the profitability of businesses and our credit risk. Military escalation resulting in the involvement of neighboring countries and/or North Atlantic Treaty Organization member countries or new sanctions could result in additional economic disruptions, financial market volatility, and changes to asset valuations, which could disrupt our operations and adversely affect our results of operations. "
1,"A failure in or breach of our operational or security systems or infrastructure, or those of third parties or the financial services industry, could cause disruptions, adversely impact our results of operations and financial condition, and cause legal or reputational harm. "
1,"Operational risk exposure exists throughout our organization and as a result of our interactions with, and reliance on, third parties and the financial services industry infrastructure. Our operational and security systems infrastructure, including our computer systems, emerging technologies, data management and internal processes and controls, as well as those of third parties, are integral to our performance. "
1,"political or social matters, including civil unrest, terrorist acts and military conflict. "
1,"Regardless of the measures we have taken to implement training, procedures, backup systems and other safeguards to support our operations and bolster our operational resilience, our ability to conduct business may be adversely affected by significant disruptions to us or to third parties with whom we interact or upon whom we rely, including systemic cyber events that result in system outages and unavailability of part or all of the internet, cloud services and/or the financial services industry infrastructure (including electronic trading platforms and critical banking activities). Our ability to implement backup systems and other safeguards with respect to third-party systems and the financial services industry infrastructure is more limited than with our own systems. "
1,"Any backup systems may not process data as quickly as our primary systems and some data might not have been backed up. We regularly update the systems we rely on to support our operations and growth and to remain compliant with all applicable laws, rules and regulations globally. This updating entails significant costs and creates risks associated with implementing new systems and integrating them with existing ones, including business interruptions. "
1,"A failure or breach of our operational or security systems or infrastructure resulting in disruption to our critical business operations and customer services and/or failure to identify, effectively respond to operational risks in a timely manner, and continue to deliver our services through an operational disruption could expose us to a number of risks, including market abuse, regulatory, market, privacy and liquidity risk, and adversely impact our results of operations and financial condition, and cause legal or reputational harm. "
1,"A cyberattack, information or security breach, or a technology failure of ours or of a third party could adversely affect our ability to conduct our business, result in the misuse or disclosure of information, result in additional costs, damage to our reputation, increase our regulatory and legal risks and cause financial losses. "
1,"Our business is highly dependent on the security, controls and efficacy of our infrastructure, computer and data management systems, and those of our customers, suppliers, counterparties and other third parties, the financial services "
1,"Our cybersecurity risk and exposure remains heightened because of, among other things, our prominent size and scale, high-profile brand, geographic footprint and international presence and role in the financial services industry and the broader economy. The proliferation of third-party financial data aggregators and emerging technologies, including our use of automation, artificial intelligence (AI) and robotics, increase our cybersecurity risks and exposure. "
1,"Cyber threats and the techniques used in cyberattacks change, develop and evolve rapidly, including from emerging technologies, such as advanced forms of AI and quantum computing. Despite substantial efforts to protect the integrity and resilience of our systems and implement controls, processes, policies, employee training and other protective measures, we may not be able to anticipate or detect cyberattacks or information or security breaches and/or develop or implement effective preventive or defensive measures to address or mitigate such attacks or breaches. Internal access management failures could result in the compromise or unauthorized exposure of confidential data. Additionally, the failure of our employees to exercise sound judgment and vigilance when targeted with social engineering cyberattacks may increase our vulnerability. "
1,"Our risk and exposure to cyberattacks and security breaches continue to increase due to the acceptance and use of digital banking products and services, including mobile banking products, and reliance on remote access tools and technology, which have increased our reliance on virtual/digital interactions and a larger number of access points to our networks that must be secured. This increased risk of unauthorized access to our networks results in greater amounts of information being available for access. Employees working remotely away from the office (whether on personal or our devices) also represent inherently greater risk than employees working in our offices. Greater demand on our information technology infrastructure and security tools and processes will likely continue. "
1,"We also face indirect technology, cybersecurity and operational risks relating to the customers, clients and other "
1,"third parties with whom we do business and the financial services industry, upon whom we rely to facilitate or enable our business activities or upon whom our customers rely. Other indirect risks relate to providers of products and/or services, financial counterparties, financial data aggregators, financial intermediaries, such as clearing agents, exchanges and clearing houses, regulators, providers of critical infrastructure, such as internet access and electrical power, and retailers for whom we process transactions. We are also at additional risk resulting from critical third-party information security and open-source software vulnerabilities. "
1,"We have exposure to cyber threats due to our continuous transmission of sensitive information to, and storage of such information by, third parties, including providers of products and/or services, and regulators, the outsourcing of some of our business operations, and system and customer account updates and conversions. Further, any such event may not be disclosed to us in a timely manner. Any failure, cyberattack or other information or security breach that significantly degrades, deletes or compromises our systems or data could adversely impact third parties, counterparties and the critical infrastructure of the financial services industry. "
1,"Due to increasing consolidation, interdependence and complexity of financial entities and technology systems, a technology failure, cyberattack or other information or security vulnerability, failure or breach that significantly exposes, degrades, deletes or compromises the systems or data of one or more financial entities or third parties could adversely impact us and increase the risk of operational failure, as disparate systems need to be integrated, often on an accelerated basis. "
1,"Cyberattacks or security breaches could persist for an extended period of time before being detected and take additional time to determine the scope, extent, amount, and type of information compromised, following which the impact and measures to recover and restore to a business-as-usual state may be difficult to assess. We continue to expend significant additional money and resources to modify or enhance our protective measures, investigate and remediate any information security, software or network vulnerabilities or incidents whether specific to us, a third party, the industry or businesses in general, and develop our capabilities to respond and recover. "
1,"While we have experienced cyberattacks and security breaches, and expect to continue to, we have not experienced any material losses or other material consequences relating to technology failure, cyberattacks or other information or security breaches, whether directed at us or third parties. There can be no assurance that our controls and procedures in place to monitor and mitigate the risks of cyber threats, including the remediation of critical information security and software vulnerabilities, will be sufficient and/or timely and that we will not suffer material losses or consequences in the future. Successful penetration or circumvention of system security could result in negative consequences, including loss of customers and business opportunities, the withdrawal of customer deposits, misappropriation or destruction of our intellectual property, proprietary information or confidential information and/or the confidential, proprietary or personally identifiable information of certain parties, such as our employees, customers, providers of products and services, counterparties and other third parties, or damage to their computers or systems. Any future technology failure, cyberattack or breach could adversely affect our ability to conduct day-to-day business activities, effect transactions, service our clients, manage our exposure to risk or expand our "
1,"Any cyberattack or breach, whether directed at us or third parties, may result in significant lost revenue, give rise to losses and claims brought by third parties, litigation exposure, regulatory sanctions, enforcement actions, government fines, penalties or intervention and other negative consequences. The actual or perceived success of a cyberattack on our systems may damage our reputation with customers and third parties with whom we do business and/or result in the loss of confidence in our security measures. Additionally, our failure to disclose or communicate cyber incidents appropriately to relevant parties could result in regulatory, privacy, operational and reputational risk. Although we maintain cyber insurance, there can be no assurance that liabilities or losses we may incur will be covered under such policies or that the amount of insurance will be adequate. Cyberattacks or other information or security breaches could also result in a violation of applicable privacy and other laws, reimbursement or other compensatory costs, additional compliance costs, and our internal controls or disclosure controls being rendered ineffective. The occurrence of any of these events could adversely impact our businesses, results of operations, liquidity and financial condition. "
1,"Failure to satisfy our obligations as servicer for residential mortgage securitizations, loans owned by other entities and other related losses could adversely impact our reputation, servicing costs or results of operations. "
1,"We and our legacy companies service mortgage loans on behalf of third-party securitization vehicles and other investors. If we commit a material breach of our obligations as servicer or master servicer, we may be subject to termination if the breach is not cured within a specified period of time following notice, which could cause us to lose servicing income. We may also have liability for any failure by us, as a servicer or master servicer, for any act or omission on our part that involves willful misfeasance, bad faith, gross negligence or reckless disregard of our duties. If any such breach was found to have occurred, it may harm our reputation, increase our servicing costs or losses due to potential indemnification obligations, result in litigation or regulatory action or adversely impact our results of operations. Additionally, foreclosures may result in costs, litigation or losses due to irregularities in the underlying documentation, or if the validity of a foreclosure action is challenged by a borrower or overturned by a court because of errors or deficiencies in the foreclosure process. We may also incur costs or losses relating to delays or alleged deficiencies in processing documents necessary to comply with state law governing foreclosure. "
1,Changes in the structure of and relationship among the GSEs could adversely impact our business. 
1,"We rely on the GSEs to guarantee or purchase mortgage loans that meet their conforming loan requirements. During 2022, we sold approximately $4.1 billion of loans to GSEs, primarily Freddie Mac (FHLMC). FHLMC and Fannie Mae (FNMA) are currently in conservatorship, with the Federal Housing Finance Agency (FHFA) acting as conservator. In 2019, the Treasury Department published a proposal to recapitalize FHLMC and FNMA and remove them from conservatorship and reduce their role in the marketplace. In January 2021, the Treasury Department further amended the agreement that"
1,"governs the conservatorship of FHLMC and FNMA and delineated the continued objective to remove the GSEs from conservatorship. However, we cannot predict the future prospects of the GSEs, timing of the recapitalization or release from conservatorship, or content of legislative or rulemaking proposals regarding the future status of the GSEs in the housing market. If the GSEs take a reduced role in the marketplace, including by limiting the mortgage products they offer, we could be required to seek alternative funding sources, retain additional loans on our balance sheet, secure funding through the Federal Home Loan Bank system, or securitize the loans through Private Label Securitization, which could increase our cost of funds related to the origination of new mortgage loans, increase credit risk and/or impact our capacity to originate new mortgage loans. Uncertainty regarding their future and the MBS they guarantee continues to exist for the foreseeable future. These developments could adversely affect our securities portfolios, capital levels, liquidity and results of operations. "
1,Our risk management framework may not be effective in mitigating risk and reducing the potential for losses. 
1,"Our risk management framework is designed to minimize risk and loss to us. We seek to effectively and consistently identify, measure, monitor, report and control the key types of risk to which we are subject, including strategic, credit, market, liquidity, compliance, operational and reputational risks. Additionally, risks may span across multiple key risk types, including climate risk and legal risk. While we employ a broad and diversified set of controls and risk mitigation techniques, including modeling and forecasting, hedging strategies and techniques that seek to balance our ability to profit from trading positions with our exposure to potential losses, our ability to control and mitigate risks that result in losses is inherently limited by our ability to identify and measure all risks, including emerging and unknown risks, anticipate the timing and impact of risks, apply effective hedging strategies, make correct assumptions, manage and aggregate data correctly and efficiently, identify changes in markets or client behaviors not yet inherent in historical data and develop risk management models and forecasts to assess and control risk. "
1,"Our ability to manage risk is dependent on our ability to consistently execute all elements of our risk management program and develop and maintain a culture of managing risk well throughout the Corporation and manage risks associated with third parties, including providers of products and/or services, enable effective risk management and help confirm that risks are appropriately considered, evaluated and responded to in a timely manner. Uncertain economic and geopolitical conditions, heightened legislative and regulatory scrutiny of and change within the financial services industry, the pace of technological changes, accounting and market developments, the failure of employees, representatives and third parties to comply with our policies and Risk Framework and the overall complexity of our operations, among other developments, have in the past and may in the future result in a heightened level of risk. For example, we have experienced increased operational, reputational and compliance risk as a result of the prior need to rapidly deploy and implement multiple and varying pandemic relief programs, including the processing of unemployment benefits for California and certain other states, which have resulted in and will continue to result in losses. Our failure to manage evolving risks or properly anticipate, manage, control or mitigate risks could result in additional losses. "
1,"Regulatory, Compliance and Legal "
1,"We are subject to evolving government legislation and regulations and certain settlements, orders and agreements with government authorities from time to time. "
1,"We are subject to evolving and comprehensive regulation under federal and state laws in the U.S. and the laws of the various jurisdictions in which we operate, including increasing and complex regulatory sanctions regimes. These laws and regulations significantly affect and have the potential to restrict the scope of our existing businesses, limit our ability to pursue certain business opportunities, including the products and services we offer, reduce certain fees and rates or make our products and services more expensive for our clients. We are also required to file various financial and non-financial regulatory reports to comply with laws, rules and regulations in the jurisdictions in which we operate. "
1,"We continue to adjust our business and operations, legal entity structure, disclosure and policies, processes, procedures and controls, including with regard to capital and liquidity management, risk management and data management, to comply with laws, rules and regulations, as well as guidance and interpretation by regulatory authorities, including the Department of Treasury (including the Internal Revenue Service (IRS)), Federal Reserve, OCC, CFPB, Financial Stability Oversight Council, FDIC, Department of Labor, SEC and CFTC in the U.S., foreign regulators, other government authorities and self-regulatory organizations. Further, we could become subject to future laws, rules and regulations beyond those currently proposed, adopted or contemplated in the U.S. or abroad, including policies and rulemaking related to emerging technologies, cybersecurity and data, and climate risk management and ESG governance and reporting, including emissions and sustainability disclosure. The cumulative effect of all of the current and possible future legislation and regulations on our litigation and regulatory exposure, businesses, operations and profitability remains uncertain and necessitates that we make certain assumptions with respect to the scope and requirements of prospective and proposed laws, rules and regulations in our business planning. If these assumptions prove incorrect, we could be subject to increased regulatory, legal and compliance risks and costs as well as potential reputational harm. Also, U.S. and regulatory initiatives abroad may overlap, and non-U.S. regulation and initiatives may be inconsistent or may conflict with current or proposed U.S. regulations, which could lead to compliance risks and increased costs. "
1,"We are also subject to laws, rules and regulations in the U.S. and abroad, including the GDPR and CCPA as modified by the CPRA, and a number of additional jurisdictions enacting or considering similar laws, regarding privacy and the disclosure, collection, use, sharing and safeguarding of personally identifiable information, including our employees, customers, suppliers, counterparties and other third parties, the violation of which could result in litigation, regulatory fines, enforcement actions and operational loss. The complexity and risk of "
1,"As part of their enforcement authority, our regulators and other government authorities have the authority to, among other things, conduct investigations and assess significant civil or criminal monetary fines, penalties or restitution, issue cease and desist orders, initiate injunctive action, apply regulatory sanctions or enter into consent orders. The amounts paid by us and other financial institutions to settle proceedings or investigations have, in some instances, been substantial and may increase. In some cases, governmental authorities have required criminal pleas or other extraordinary terms as part of such resolutions, which could have significant consequences, including reputational harm, loss of customers, restrictions on the ability to access capital markets, and the inability to operate certain businesses or offer certain products. Our response to regulators and other government authorities may be time-consuming, be expensive and divert management attention from our business. The outcome of any matter, which may last years, may be difficult to predict or estimate. "
1,"Additionally, the terms of settlements, orders and agreements that we have entered into with government entities and regulatory authorities have imposed, or could impose, significant operational and compliance costs on us with respect to enhancements to our procedures and controls, losses with respect to fraudulent transactions perpetrated against our customers, expansion of our risk and control functions within our lines of business, investment in technology and the hiring of significant numbers of additional risk, control and compliance personnel. If we fail to meet the requirements of the regulatory settlements, orders or agreements to which we are subject, or, more generally, fail to maintain risk and control procedures and processes that meet the heightened standards established by our regulators and other government authorities, we could be required to enter into further settlements, orders or agreements and pay additional fines, penalties or judgments, or accept material regulatory restrictions on our businesses. "
1,"Improper actions, behaviors or practices by us, our employees or representatives that are illegal, unethical or contrary to our core values could harm us, our shareholders or customers or damage the integrity of the financial markets, and are subject to regulatory scrutiny across jurisdictions. The complexity of the regulatory and enforcement regimes in the "
1,"U.S., coupled with the global scope of our operations and the regulatory environment worldwide, also means that a single event or practice or a series of related events or practices may give rise to a significant number of overlapping investigations and regulatory proceedings, either by multiple federal and state agencies in the U.S. or by multiple regulators and other governmental entities in different jurisdictions. Actions by other members of the financial services industry related to business activities in which we participate may result in investigations by regulators or other government authorities. "
1,"While we believe that we have adopted appropriate risk management and compliance programs, compliance risks will continue to exist, particularly as we anticipate and adapt to new and evolving laws, rules and regulations. We also rely upon third parties who may expose us to compliance and legal risk. Future legislative or regulatory actions, and any required changes to our business or operations, or those of third parties upon whom we rely, resulting from such developments and actions could result in a significant loss of revenue, impose additional compliance and other costs or otherwise reduce our profitability, limit the products and services that we offer or our ability to pursue certain business opportunities, require us to dispose of certain businesses or assets, require us to curtail certain businesses, affect the value of assets that we hold, require us to increase our prices and therefore reduce demand for our products, or otherwise adversely affect our businesses. "
1,We are subject to risks from potential liability arising from lawsuits and regulatory and government action. 
1,"We face significant legal risks in our business, with a high volume of claims against us and other financial institutions. The amount of damages, penalties and fines that litigants and regulators seek from us and other financial institutions continues to be significant. This includes disputes with consumers, customers and other counterparties. "
1,"U.S. regulators and government agencies regularly pursue enforcement claims against financial institutions including the Corporation for alleged violations of law and customer harm under the Financial Institutions Reform, Recovery, and Enforcement Act, the federal securities laws, the False Claims Act, fair lending laws and regulations (including the Equal Credit Opportunity Act and the Fair Housing Act), antitrust laws, and consumer protection laws and regulations related to products and services such as overdraft and sales practices, including prohibitions on unfair, deceptive, and/or abusive acts and practices under the Consumer Financial Protection Act and the Federal Trade Commission Act. Such claims may carry significant penalties, restitution and, in certain cases, treble damages, and the ultimate resolution of regulatory inquiries, investigations and other proceedings to which we are subject from time-to-time is difficult to predict. "
1,"T here is also an increased focus on compliance with U.S. and global laws, rules and regulations related to the collection, use, sharing and safeguarding of personally identifiable information and corporate data, as well as the implementation, "
1,"use and management of emerging technologies, including AI and machine learning. Additionally, misconduct by our employees and representatives, including unethical, fraudulent, improper or illegal conduct, unfair, deceptive, abusive or discriminatory business practices, or violations of policies, procedures, laws, rules or regulations, including conduct that affects compliance with books and records requirements, can result in litigation and/or government investigations and enforcement actions, and cause significant reputational harm. We are also subject to litigation and regulatory and government actions regarding fraud perpetrated against our customers in connection with the use of our products and services and increased scrutiny of sustainability-related policies, goals, targets and disclosure, which could result in litigation, regulatory investigations and actions and reputational harm. "
1,"The global environment of extensive investigations, regulation, regulatory compliance burdens, litigation and regulatory enforcement, combined with uncertainty related to the continually evolving regulatory environment, have affected and will likely continue to affect operational and compliance costs and risks, including the limitation or cessation of our ability or feasibility to continue providing certain products and services. Lawsuits and regulatory actions have resulted in and will likely continue to result in judgments, orders, settlements, penalties and fines adverse to us. Further, we entered into orders with government authorities regarding our participation in implementing government relief measures related to the pandemic and other federal and state government assistance programs, including the processing of unemployment benefits for California and certain other states, and continue to be involved in related litigation which may result in judgments and/or settlements. Litigation and investigation costs, substantial legal liability or significant regulatory or government action against us could have material adverse effects on our business, financial condition, including liquidity, and results of operations, and/or cause significant reputational harm. "
1,"U.S. federal banking agencies may require us to increase our regulatory capital, total loss-absorbing capacity (TLAC), long-term debt or liquidity requirements. "
1,"We are subject to U.S. regulatory capital and liquidity rules. These rules, among other things, establish minimum requirements to qualify as a well-capitalized institution. If any of our subsidiary insured depository institutions fail to maintain their status as well capitalized under the applicable regulatory capital rules, the Federal Reserve will require us to agree to bring the insured depository institution back to well-capitalized status. For the duration of such an agreement, the Federal Reserve may impose restrictions on our activities. If we were to fail to enter into or comply with such an agreement, the Federal Reserve may impose more severe restrictions on our activities, including requiring us to cease and desist activities permitted under the Bank Holding Company Act of 1956."
1,"Capital and liquidity requirements are frequently introduced and amended. It is possible that regulators may increase regulatory capital requirements including TLAC and long-term debt requirements, change how regulatory capital or RWA is calculated or increase liquidity requirements. Our ability to return capital to our shareholders depends in part on our ability to maintain regulatory capital levels above minimum requirements plus buffers. To the extent that increases occur in our SCB, G-SIB surcharge or countercyclical capital buffer, our returns of capital to shareholders, including common stock dividends and common stock repurchases, could decrease. For example, our G-SIB surcharge is expected to increase by 50 bps to 3.0 percent on January 1, 2024. The Federal Reserve could"
1,"also limit or prohibit capital actions, such as paying or increasing dividends or repurchasing common stock, as a result of economic disruptions or events. "
1,"As part of its CCAR, the Federal Reserve conducts stress testing on parts of our business using hypothetical economic scenarios prepared by the Federal Reserve. Those scenarios may affect our CCAR stress test results, which may impact the level of our SCB, requiring us to hold additional capital. For example, based on CCAR 2022 stress test results, our SCB increased 90 bps to 3.4 percent on October 1, 2022."
1,"A significant component of regulatory capital ratios is calculating our RWA and our leverage exposure, which may increase. The Basel Committee on Banking Supervision has also revised several key methodologies for measuring RWA that have not yet been implemented in the U.S., including a standardized approach for operational risk, revised market risk requirements and constraints on the use of internal models, as well as a capital floor based on the revised standardized approaches. It is expected in 2023 that U.S. banking regulators will propose updates to the U.S. capital framework to incorporate the Basel Committee revisions. Economic disruptions or events may also cause an increase in our balance sheet, RWA or leverage exposures, increasing required regulatory capital and liquidity amounts."
1,"Changes to and compliance with the regulatory capital and liquidity requirements may impact our operations by requiring us to liquidate assets, increase borrowings, issue additional equity or other securities, reduce the amount of common stock repurchases or dividends, cease or alter certain operations and business activities or hold highly liquid assets, which may adversely affect our results of operations. "
1,Changes in accounting standards or assumptions in applying accounting policies could adversely affect us. 
1,"Accounting policies and methods are fundamental to how we record and report our financial condition and results of operations. Some of these policies require use of estimates and assumptions that may affect the reported value of our assets or liabilities and results of operations and are critical because they require management to make difficult, subjective and complex judgments about matters that are inherently uncertain. If assumptions, estimates or judgments were erroneously applied, we could be required to correct and restate prior-period financial statements. Accounting standard-setters and those who interpret the accounting standards, including the SEC, banking regulators and our independent registered public accounting firm may also amend or even reverse their previous interpretations or positions on how various standards should be applied. These changes may be difficult to predict and could impact the preparation and reporting of our financial statements, including the application of new or revised standards retrospectively, resulting in revisions to prior-period financial statements. "
1,We may be adversely affected by changes in U.S. and non-U.S. tax laws and regulations. 
1,"It is possible that governmental authorities in the U.S. and/or other countries could further change tax laws in a way that would materially adversely affect us, including changes to the Tax Cuts and Jobs Act of 2017 and Inflation Reduction Act of 2022. New guidelines issued by the Organization for Economic Cooperation and Development could adversely impact how the global profits of multinational enterprises are taxed. Any change in tax laws and regulations or interpretations of current or future tax laws and regulations could materially adversely affect our effective tax rate, tax liabilities and results of operations. U.S. and foreign tax laws are complex and our judgments,"
1,"interpretations or applications of such tax laws could differ from that of the relevant governmental authority. This could result in additional tax liabilities and interest, penalties, the reduction of certain tax benefits and/or the requirement to make adjustments to amounts recorded, which could be material. "
1,"Damage to our reputation could harm our businesses, including our competitive position and business prospects. "
1,"Our reputation may also be harmed by actual or perceived failure to deliver the products and standards of service and quality expected by our customers, clients and the community, including the overstatement or mislabeling of the environmental benefits of our products, services or transactions, failure to recognize and address customer complaints, compliance failures, inability to implement or manage emerging technologies, including quantum computing, AI, machine learning and technology change, failure to maintain effective data management, security breaches, cyber incidents, prolonged or repeated system outages, unintended disclosure of personal, proprietary or confidential information, breach of fiduciary obligations and handling of the emergence or continuation of health emergencies or pandemics. For example, we entered into orders with certain government agencies regarding our processing of unemployment benefits for California and certain other states, and continue to be involved in related litigation, which may result in judgments and/or settlements. Our reputation may also be negatively impacted by our ESG practices and disclosures, and those of our customers and third parties. "
1,"Actions by the financial services industry generally or by certain members or individuals in the industry also can adversely affect our reputation. Also, adverse publicity or negative information posted on social media by employees, the media or otherwise, whether or not factually correct, may adversely impact our business prospects or financial results. "
1,"We are subject to complex and evolving laws and regulations regarding fair lending activity, UDAAP, electronic funds transfers, know-your-customer requirements, data protection and privacy, including the GDPR, CCPA as modified by the CPRA, cross-border data movement, cybersecurity and other matters, as well as evolving and expansive interpretations of these laws and "
1,"regulations. Principles concerning the appropriate scope of consumer and commercial privacy vary considerably in different jurisdictions, and regulatory and public expectations regarding the definition and scope of consumer and commercial privacy may remain fluid. These laws may be interpreted and applied by various jurisdictions in a manner inconsistent with our current or future practices, or with one another. If personal, confidential or proprietary information of customers in our possession, or in the possession of third parties or financial data aggregators, is mishandled, misused or mismanaged, or if we do not timely or adequately address such information, we may face regulatory, legal and operational risks, which could adversely affect our reputation, financial condition and results of operations. "
1,"We could suffer reputational harm if we fail to properly identify and manage potential conflicts of interest. Management of potential conflicts of interest has become increasingly complex as we expand our business activities through more numerous transactions, obligations and interests with and among our clients. The actual or perceived failure to adequately address conflicts of interest could affect the willingness of clients to use our products and services, or result in litigation or enforcement actions, which could adversely affect our business. "
1,"Our actual or perceived failure to address these and other issues, such as operational risks, gives rise to reputational risk that could harm us and our business prospects. Failure to appropriately address any of these issues could also give rise to additional regulatory restrictions, legal risks and reputational harm, which could, among other consequences, increase the size and number of litigation claims and damages asserted or subject us to enforcement actions, fines and penalties, and cause us to incur related costs and expenses. "
1,The impacts of the pandemic have adversely affected and may in the future adversely affect us. 
1,"Reforms to and replacement of IBORs and certain other rates or indices may adversely affect our reputation, business, financial condition and results of operations. "
1,"Though significant progress has been made in the global financial markets to replace products and contracts referencing London Interbank Offered Rate (LIBOR) or other IBORs (IBOR Products), the aggregate notional amount of these IBOR "
1,"Products remains material to our business. Risks and challenges associated with the transition from IBORs remain and may result in consequences that cannot be fully anticipated, which expose us to various financial, operational, supervisory, conduct and legal risk. "
1,"While there has been significant progress in market and client adoption of ARRs, usage of ARRs may vary across or within categories of contracts, products and services, potentially resulting in market fragmentation, decreased trading volumes and liquidity, increased complexity and modeling and operational risks. ARRs have compositions and characteristics that differ from the benchmarks they replace, in some cases they have limited liquidity, and may demonstrate less predictable performance over time than the benchmarks they replace. For example, certain ARRs are calculated on a compounded or weighted-average basis and, unlike IBORs, do not reflect bank credit risk and therefore typically require a spread adjustment. There are important differences between the fallbacks, triggers and calculation methodologies being implemented in cash and derivatives markets. Any mismatch between the adoption of ARRs in loans, securities and derivatives markets may impact hedging or other financial arrangements we have implemented, and we may experience unanticipated market exposures. Changes resulting from transition to successor or alternative rates may adversely affect the yield on loans or securities held by us, amounts paid on securities we have issued, amounts received and paid on derivatives we have entered into, the value of such loans, securities or derivative instruments, the trading market for such products and contracts, and our ability to effectively use hedging instruments to manage risk. There can be no assurance that existing assets and liabilities based on or linked to IBORs that have not already transitioned to ARRs will transition without delay or potential disputes. "
1,"Some of our IBOR Products may contain language giving the calculation agent (which may be us) discretion to determine the successor rate (including the applicable spread adjustment) to the existing benchmark. We may face a risk of litigation, disputes or other actions from clients, counterparties, customers, investors or others based on various claims, for example, that we incorrectly interpreted or enforced IBOR-based contract provisions, failed to appropriately communicate the effect that the transition to ARRs will have on existing and future products, treated affected parties unfairly or made inappropriate product recommendations to or investments on behalf of its clients, or engaged in anti-competitive behavior or unlawfully manipulated markets or benchmarks. "
1,"ARR-based products that we develop, launch and/or support, including products using credit sensitive rates, may perform differently to IBOR Products during times of economic stress, "
1,"adverse or volatile market conditions and across the credit and economic cycle, which may impact the value, return on and profitability of our ARR-based assets. New financial products linked to ARRs may have additional legal, financial, tax, operational, market, compliance, reputational, competitive or other risks to us, our clients and other market participants. Banking regulators in the U.S. and globally have maintained heightened regulatory scrutiny and intensified supervisory focus on financial institution LIBOR transition plans, preparations and readiness, including our use of credit-sensitive rates like the Bloomberg Short-Term Bank Yield Index and ARR-based term rates, which could result in regulatory action, litigation and/or the need to change the products offered by our businesses. Failure to meet industry-wide IBOR transition milestones and to cease issuance of IBOR Products by relevant cessation dates may, subject to certain regulatory exceptions, result in supervisory enforcement by applicable regulators, increase our cost of, and access to, capital or lead to other consequences. "
1,"The ongoing market transition has altered, and additional developments may further alter, some aspects of our risk profile and risk management strategies, including derivatives and hedging strategies, modeling and analytics, valuation tools, product design and systems, controls, procedures and operational infrastructure. Further changes may increase costs and expose us to potential risks related to regulatory compliance, requirements or inquiries. Among other risks, various IBOR Products transition to ARRs at different times or in different manners, with the result that we may face unexpected interest rate, pricing or other exposures across business or product lines, and we may face operational risks related to planned processes at certain CCPs to convert outstanding USD LIBOR-cleared derivatives to ARR positions. Continuing reforms to market transition and other factors may adversely affect our business, including the ability to serve customers and maintain market share, financial condition or results of operations and could result in reputational harm to us. "
